acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,activity
-23.905,0.3844,-0.1201,10.157,29.486,30.408,1
0.1385,-0.0104,-0.0068,0.4969,-31.9,-19.943,1
-0.9095,-0.3629,-0.3445,-10.878,-26.167,-45.094,1
-10.878,0.4607,-0.3909,-0.6456,-0.7708,-0.215,1
-0.8665,0.585,-0.0765,21.959,0.1671,29.419,1
-12.499,-0.0988,0.0413,10.055,17.588,0.9854,1
-0.227,-0.2309,-0.012,-0.4991,-21.656,-30.478,1
-14.914,0.3018,-0.5699,-12.857,-0.9951,-0.8472,1
-0.0822,0.3767,-0.1999,0.9826,-0.9895,19.074,1
-22.985,0.0235,0.1159,22.286,22.015,32.509,1
-0.1612,-0.205,0.2074,-0.4136,-0.9559,-17.711,1
-26.995,-0.4477,-0.1931,-25.335,-17.044,-32.033,1
-0.4615,0.7317,-0.1038,0.1377,0.0684,0.4922,1
-20.392,0.8616,0.0318,35.367,34.119,31.321,1
-0.7804,0.053,0.1654,0.3439,-0.7302,-0.1262,1
-0.7613,-0.4887,0.2342,-13.126,0.4911,-31.902,1
-14.501,0.5663,0.1035,-15.0,-10.578,-0.5812,1
0.0665,0.3207,-0.0249,16.158,-0.4135,19.609,1
-26.952,0.4293,0.1519,14.148,15.782,33.747,1
-0.3603,-0.2304,0.2687,-0.024,-15.868,-14.633,1
-27.956,-0.5149,-0.1507,-24.067,-14.534,-43.609,1
-0.5214,0.7054,-0.1106,-0.7617,-0.3254,-0.026,1
-10.074,0.4291,-0.0405,28.898,-0.0925,33.682,1
-10.56,-0.035,0.0747,0.6931,0.4099,0.9928,1
-0.417,-0.5286,0.2759,-21.804,-0.4195,-28.082,1
-33.528,11.16,-0.3298,22.852,16.185,28.979,1
-43.095,0.4362,0.0611,-23.212,0.3076,-30.592,1
0.1662,0.9455,-0.2037,0.89,16.863,10.355,1
-43.589,0.6193,0.3684,33.676,0.7678,24.836,1
0.2848,-0.8564,0.1772,-0.0617,0.582,0.3775,1
-39.401,0.1332,-0.0119,-17.5,-0.2929,-19.905,1
0.4696,0.5356,-0.1593,0.3781,11.585,0.6458,1
-32.75,0.0573,0.086,26.495,0.0137,24.224,1
0.4112,-0.5902,0.1821,-0.8647,-0.3277,-11.603,1
-22.713,0.1881,-0.1406,-27.615,-22.128,-0.3162,1
0.2871,0.4848,-0.2107,17.679,10.965,18.455,1
-19.142,-0.1842,0.1696,19.209,-12.062,10.961,1
0.5677,-0.6676,0.093,-23.521,-0.7958,-18.091,1
-23.156,0.3023,-0.0231,-18.155,0.3344,-0.3818,1
0.2241,0.376,-0.1348,19.386,-0.2403,31.76,1
-21.075,0.1078,0.2579,21.573,0.9871,0.6061,1
-0.1728,-0.6223,0.2097,-27.056,0.6082,-27.226,1
-0.8176,0.8352,-0.1003,-16.425,0.1315,-0.3101,1
-0.8296,0.4457,-0.1946,26.882,-21.269,25.712,1
-0.8246,-0.22,0.1786,10.439,0.3412,-0.9463,1
-0.6846,-0.5581,0.212,-25.467,-0.6397,-28.244,1
-0.7109,0.6266,-0.232,-0.0013,16.015,0.1057,1
-13.767,0.777,-0.3088,16.066,-13.228,21.94,1
-0.272,-0.3881,0.1414,12.921,0.5695,-0.764,1
-19.923,-0.5862,0.0202,-27.4,-14.969,-34.395,1
-0.1382,10.337,-0.1546,0.0788,12.444,0.4237,1
-16.96,0.9222,-0.4628,18.562,0.2048,23.867,1
-0.2616,-0.533,0.2251,0.4738,-0.2798,-10.103,1
-21.776,-0.4201,0.0437,-24.075,-20.801,-20.274,1
-0.2829,0.9315,-0.2228,0.6808,0.3661,10.36,1
-26.775,0.9745,0.0791,22.202,23.624,26.995,1
0.2659,-0.6676,0.1381,0.0098,-0.979,-15.868,1
-30.249,-0.1466,-0.2659,-29.231,-17.477,-16.009,1
0.2433,0.4841,-0.2532,10.235,0.239,15.909,1
-29.77,0.6915,0.1962,27.557,29.338,21.09,1
-0.0345,-0.4392,0.1666,0.0543,-0.5578,-0.5718,1
-28.049,0.0823,0.005,-33.477,-14.993,-16.344,1
0.1625,0.6346,-0.1663,10.811,11.141,22.426,1
-29.416,0.4167,0.2038,20.346,13.597,16.459,1
0.3622,-0.6835,0.1398,-0.2406,-14.409,-15.888,1
-21.239,0.6074,0.7286,-24.243,-0.9227,0.426,1
0.2027,0.4729,-0.0375,17.533,0.3105,20.414,1
-26.411,0.2356,0.5609,20.468,0.3154,13.844,1
-0.0788,-0.681,0.3114,-11.105,0.9603,-22.508,1
-18.585,0.7346,-0.1925,-14.595,-0.3102,-0.3805,1
-0.0527,0.3587,-0.1062,13.249,-0.2933,26.424,1
-22.438,0.3786,0.0713,23.823,0.9457,13.938,1
-0.0525,-0.8349,0.1801,-18.385,-0.7869,-24.437,1
-19.844,0.6686,-0.174,-22.764,-0.3874,-0.1224,1
-16.112,0.6949,-0.1571,-15.194,-0.778,-12.514,1
-19.286,0.2473,-0.0302,12.426,23.606,31.683,1
-0.2088,-0.3992,0.0895,-0.4093,-19.917,-15.88,1
-23.844,0.0314,-0.3958,-15.725,-0.5396,-41.61,1
-0.5258,0.635,-0.1004,-0.6496,0.5927,0.1486,1
-22.387,0.7994,0.0628,29.903,0.8224,34.526,1
-0.8335,0.1039,0.1567,0.5081,-0.263,-0.4697,1
-0.5254,-0.5043,0.2104,-16.606,-0.5157,-28.029,1
-12.715,0.4975,-0.2881,-11.425,0.2502,-0.6684,1
0.1066,0.4795,-0.1261,22.246,0.3991,28.36,1
-19.253,0.1783,-0.1564,0.185,-0.7023,33.081,1
-0.3361,-0.3039,0.2339,-0.4188,-13.431,-22.537,1
-19.785,-0.2634,-0.0968,-24.065,-16.617,-34.631,1
-0.8324,0.4661,-0.1822,-0.0162,0.7638,0.5666,1
-13.035,0.713,0.0835,25.009,-0.6984,30.636,1
-0.9684,0.1196,0.0356,10.574,0.1605,0.4867,1
-0.8678,-0.5527,0.2488,-15.515,-13.808,-15.649,1
-18.266,0.2347,0.2059,-22.571,-0.1902,-13.488,1
-0.0303,0.744,-0.1154,13.242,-0.7684,15.843,1
-27.558,0.3747,0.3206,17.243,22.395,30.023,1
-0.1737,-0.32,0.2854,-0.1649,-17.549,-13.97,1
-25.36,-0.4926,-0.0599,-22.225,-10.824,-35.874,1
-0.7711,0.4812,-0.1644,-0.7687,-0.207,-0.3787,1
-17.218,0.6269,0.0346,23.997,0.7482,31.74,1
-0.6622,-0.1124,0.0949,0.4646,-0.2901,10.597,1
-0.7172,-0.7228,0.3275,-22.932,-13.79,-24.983,1
-15.933,0.5848,0.0074,-13.007,0.0551,-0.9158,1
-0.0325,0.3836,-0.121,12.129,-0.9408,20.084,1
-19.62,0.161,0.0707,11.349,13.473,33.295,1
-0.4777,-0.1812,0.1671,-0.2094,-0.7507,-21.333,1
-13.34,-0.1637,-0.1899,-19.176,-0.4403,-34.454,1
-0.6278,0.5965,-0.1698,-0.4316,-0.1534,0.1129,1
-22.784,0.6138,-0.056,24.999,12.157,33.733,1
-0.9978,0.0748,-0.1314,0.4985,26.658,0.6713,1
-0.7292,-0.5518,-0.0083,-0.6027,-0.6969,-27.868,1
-17.965,0.4708,0.0056,-17.476,-0.2268,-16.936,1
0.1805,0.543,-0.0085,0.3422,-18.128,17.026,1
-23.358,0.2745,0.0667,29.072,26.625,25.238,1
-0.3853,-0.2607,0.3155,-0.5532,-11.135,-11.688,1
-17.755,-0.4417,-0.1767,-13.493,-17.342,-36.31,1
-10.5,0.4201,-0.2894,-10.693,0.2187,-0.3741,1
-0.6441,0.4268,-0.0007,29.539,0.9604,34.37,1
-0.653,-0.216,0.1627,0.5409,0.3406,0.0939,1
-0.6255,-0.4448,0.1568,-0.6089,10.399,-24.496,1
-17.874,0.1635,-0.4147,-14.966,-0.8752,-0.712,1
0.0554,0.5996,-0.1296,10.353,-16.605,20.379,1
-27.365,0.52,0.3961,24.441,24.083,33.742,1
-0.3507,-0.0825,0.1378,-0.4454,-18.06,-11.568,1
-10.991,-0.3626,0.1607,-34.152,-10.21,-30.239,1
-13.229,0.6536,-0.1882,-22.014,-0.91,-0.8877,1
-0.799,-0.0083,0.0276,18.806,0.3825,11.601,1
-0.3112,-0.6061,0.1767,-15.905,-0.6543,-10.451,1
-13.559,0.7306,-0.1312,-22.417,-0.6904,-0.9635,1
0.1868,0.5797,-0.0929,0.0254,11.865,16.37,1
-21.247,0.0796,0.0592,24.724,-0.2075,15.459,1
0.1122,-0.4761,0.1601,-11.821,-0.71,-0.8039,1
-15.581,0.2753,-0.5766,-26.302,-0.7353,-18.613,1
0.0138,0.8202,-0.1867,0.2136,-0.4541,14.105,1
-31.395,0.1436,0.4056,21.176,-0.4725,20.416,1
0.0936,-0.5058,0.0695,0.1357,0.4806,-0.3378,1
-20.634,-0.181,-0.7285,-18.508,18.708,-22.585,1
0.1229,0.7773,-0.127,-0.4566,-0.8116,0.9808,1
-39.77,11.95,0.2011,29.115,15.875,25.509,1
-0.1466,-0.3233,0.1532,0.8915,0.3787,-0.2902,1
-20.078,-0.1794,-0.1547,-20.776,0.2402,-26.336,1
-0.2945,0.7263,-0.0264,-11.087,0.3408,0.0583,1
-11.053,0.862,-0.0754,28.751,-0.4255,18.665,1
-0.5739,-0.2676,0.0286,13.636,0.393,-0.0697,1
-12.699,-0.4444,-0.1373,-26.616,-0.1531,-37.64,1
-0.8789,0.425,-0.0778,-15.659,0.4552,-13.838,1
-21.794,14.606,-0.1886,29.191,-0.0982,23.305,1
-0.3701,-0.2917,0.0374,0.9674,-0.0873,0.0306,1
-15.898,-0.3862,0.0529,-30.598,-0.154,-32.83,1
-0.4476,0.729,-0.0097,-19.728,0.5213,-0.9486,1
-19.312,12.923,-0.1407,25.945,-10.8,21.498,1
-0.4413,-0.2449,0.095,14.332,0.1389,0.4248,1
-0.8714,-0.4985,0.1103,-16.526,0.5814,-17.69,1
-0.6867,0.7433,-0.1135,-20.155,0.3567,-0.6668,1
-0.0977,0.4198,0.0689,14.23,-17.922,21.368,1
-10.414,-0.2916,0.0825,18.427,0.2663,10.561,1
-0.9137,-0.4801,0.2137,-19.542,-0.9458,-15.638,1
-0.5448,0.8396,-0.0305,-21.407,0.4199,-0.9481,1
-0.9807,0.751,-0.1444,13.674,-0.9939,32.217,1
-0.6276,-0.1959,0.0101,17.54,-0.2882,0.6953,1
-0.3947,-0.5979,-0.1067,-28.171,-0.3617,-18.735,1
-0.8114,0.7352,0.0231,-15.62,-0.1041,-0.8816,1
-0.313,0.3524,-0.2879,0.6536,-10.183,32.7,1
-0.7831,-0.3756,0.0485,20.56,-0.5224,12.054,1
-0.3851,-0.6521,0.0586,-19.948,-0.8306,-16.71,1
-0.8073,0.9063,0.0742,-24.072,14.765,-0.9423,1
-0.459,0.4785,-0.1371,15.153,-0.5014,34.361,1
-0.8009,-0.2113,-0.0161,13.889,-12.424,0.476,1
0.004,-0.6002,0.1679,-22.78,-0.6773,-16.02,1
-12.808,0.9914,0.0011,-16.0,0.6413,-10.622,1
-0.027,0.457,-0.314,11.314,-11.184,31.265,1
-10.111,-0.1888,-0.0496,18.971,-0.9611,12.885,1
0.019,-0.6931,0.3463,-21.321,10.83,-19.482,1
-14.897,0.9736,0.069,-18.153,0.2567,-10.582,1
0.1912,0.2753,-0.2243,13.586,-20.224,38.603,1
-11.095,-0.3974,0.2782,-26.375,-0.6468,-10.518,1
-14.561,0.8363,-0.1347,-18.45,-0.3689,-22.416,1
0.1683,0.5796,-0.085,10.074,-0.357,27.176,1
-16.241,-0.2208,0.0524,18.822,-15.408,0.78,1
0.0617,-0.5712,0.1512,-14.129,0.214,-19.328,1
-16.585,0.82,0.0128,-19.449,0.5092,-12.487,1
-0.0261,0.525,-0.1185,0.9298,0.4729,30.205,1
-17.594,-0.2335,-0.098,20.429,-13.103,11.611,1
0.0973,-0.7591,0.1073,-22.274,-0.2451,-14.969,1
-20.112,0.5723,0.0057,-12.42,-12.764,-0.6839,1
0.3282,0.5202,-0.191,-0.3723,0.107,19.96,1
-22.258,0.0601,0.0349,29.223,-0.6014,14.346,1
0.2399,-0.6163,0.1421,-20.019,-0.1473,-0.9196,1
-15.692,0.7145,0.0925,-15.17,-0.5536,-0.9147,1
0.3572,0.6069,-0.1991,0.3939,-0.1969,14.28,1
-28.456,-0.1852,0.3462,33.187,-0.7957,21.2,1
0.054,-0.5946,0.3032,-13.678,0.4942,-12.332,1
-17.904,0.7995,-0.2125,-22.86,-20.851,-19.742,1
0.4126,0.6826,-0.1936,13.356,21.039,33.111,1
-25.839,-0.1003,0.0066,16.68,-16.011,21.152,1
0.0452,-0.6293,0.2748,-17.965,-0.0426,-0.8268,1
-14.573,0.8653,-0.0368,-27.287,-33.717,-11.372,1
0.445,0.4729,-0.0808,0.9707,16.192,11.618,1
-21.904,-0.1097,-0.0721,17.339,-0.0265,24.892,1
0.3392,-0.7308,0.189,-14.797,-0.518,-15.413,1
-27.375,-0.0915,-0.3889,-22.863,-20.041,-0.7423,1
0.3083,0.6878,-0.0854,-0.1634,0.3793,0.6806,1
-30.077,-0.4844,0.0742,27.031,-0.9796,23.709,1
0.3555,-0.6237,0.1819,-19.469,-0.2248,-11.501,1
-17.824,0.8549,0.0489,-24.105,-11.396,-15.779,1
0.351,0.7642,-0.2236,18.221,0.7659,19.787,1
-22.614,-0.3952,0.2097,19.767,-17.962,23.145,1
0.1942,-0.8687,0.2083,-22.218,0.9917,-15.159,1
-14.3,0.9651,0.0217,-12.596,-0.6197,-12.462,1
0.3983,0.58,-0.0909,0.0867,-11.225,26.023,1
-20.32,-0.0872,0.0801,33.921,-0.9443,23.246,1
-0.1166,-0.5724,0.1728,-25.508,-10.216,-0.9668,1
-25.752,-0.1204,-0.4829,-20.606,-31.492,-13.641,1
0.3526,0.711,-0.2194,0.7185,-0.142,19.452,1
-38.784,-0.1715,0.0598,22.981,-0.8223,24.236,1
0.3736,-0.7085,0.1715,-12.887,-0.1989,0.0898,1
-33.169,0.1694,-0.3981,-24.783,-23.942,-14.497,1
0.3254,0.7473,-0.1109,0.2702,11.919,0.9149,1
-35.274,-0.1139,0.1603,30.705,-0.9372,22.065,1
-0.0432,-0.7618,0.3784,-14.727,11.184,0.0124,1
-15.161,0.8224,-0.1807,-17.207,-24.07,-17.453,1
0.2692,0.518,-0.1011,0.8197,21.064,15.552,1
-15.541,-0.0838,-0.0627,23.702,-0.5286,20.464,1
0.1276,-0.7076,0.2417,-12.269,0.3193,-0.0852,1
0.3885,0.5068,-0.0806,-0.0245,17.138,0.6898,1
-40.261,0.3035,0.3954,22.258,0.1993,24.973,1
0.2891,-0.6599,0.1105,-0.3016,-0.1036,0.1192,1
-23.882,-0.0355,-0.5103,-25.497,-34.554,-13.243,1
-0.0886,0.5609,-0.1774,0.3027,33.062,-0.2649,1
-45.443,0.5538,0.7135,24.382,-19.922,32.01,1
0.0978,-13.721,0.0988,-0.7538,18.334,0.5397,1
-37.184,0.3178,0.3055,-29.735,-25.1,-17.86,1
0.0129,0.7615,-0.2338,0.625,14.807,0.9345,1
-47.963,0.6826,0.8598,26.162,-13.935,30.535,1
0.2318,-0.7359,0.2441,0.0724,11.478,0.7408,1
-25.575,-0.1885,-0.3328,-21.996,-32.174,-27.393,1
0.3936,0.5283,-0.0931,-0.5015,25.524,0.3789,1
-37.135,0.2802,0.3992,33.945,0.1853,25.203,1
0.2867,-0.7307,0.143,-0.5333,14.222,-0.1931,1
-37.436,0.3164,-0.0095,-16.023,-21.489,-18.672,1
0.165,0.7078,-0.1771,-0.3713,0.9231,0.5331,1
-39.554,-0.1592,0.6234,32.926,-0.0781,27.397,1
0.2766,-0.9103,0.0682,-12.511,0.6028,0.3012,1
-27.701,0.2298,-0.3683,-20.888,-24.737,-20.112,1
0.1462,0.5412,-0.1679,-10.851,16.388,-0.1193,1
-36.602,0.0623,0.3153,34.189,-0.4918,28.311,1
0.2662,-0.7674,0.0681,-0.1589,0.614,0.1628,1
-32.009,0.1014,0.1114,-30.019,-37.6,-20.288,1
0.1853,0.7259,-0.0923,0.3272,21.943,0.8028,1
-41.319,0.7029,11.763,29.224,0.5381,19.604,1
0.1967,-0.6225,0.0508,-0.0647,13.594,-0.1108,1
-26.89,0.5005,0.1248,-30.593,-57.077,-11.286,1
0.3665,0.5943,-0.0547,-0.3664,0.6136,0.1063,1
-24.415,-0.1613,0.1775,32.661,0.967,22.016,1
0.2179,-0.6631,0.1261,-11.856,-0.7687,0.131,1
-30.58,-0.0537,0.0949,-26.553,-11.125,-21.545,1
0.1749,0.899,-0.0994,0.1235,11.875,0.7772,1
-39.002,-0.1029,0.4186,30.25,0.9571,22.131,1
0.2383,-0.6912,0.1013,-0.3024,0.593,-0.0626,1
-23.732,0.188,-0.006,-25.377,-0.9773,-20.175,1
0.1035,0.6818,-0.128,-0.1047,18.612,0.9542,1
-39.115,0.9811,11.533,36.377,-0.6277,19.174,1
0.2542,-10.498,0.1967,-12.844,-0.2588,-0.6699,1
-23.936,0.3008,-0.1199,-25.634,-24.101,-12.254,1
0.4141,0.7574,-0.0989,0.3891,15.537,13.566,1
-41.414,0.1889,0.3457,24.422,13.403,21.513,1
0.1439,-0.6206,0.2413,-0.9611,-10.344,0.1214,1
-33.588,0.3042,0.262,-26.307,-20.776,-14.154,1
0.2558,0.6841,-0.1927,0.2819,11.964,10.027,1
-41.46,0.1552,0.506,31.745,13.373,24.736,1
0.2763,-0.9439,0.1523,-0.8838,0.0324,0.3854,1
-29.783,0.2369,-0.4175,-24.352,-26.657,-17.308,1
0.1698,0.5214,-0.2032,-0.0533,10.837,0.4744,1
-0.0787,-0.3583,0.12,0.0882,0.054,0.7198,1
-35.758,0.1979,-0.432,-30.574,-24.529,-27.057,1
0.1539,10.882,-0.2398,0.0798,35.401,0.8009,1
-27.296,0.3145,-0.1983,27.209,0.6971,37.483,1
0.1947,-0.7164,0.3159,-19.626,-12.401,-0.2294,1
-20.524,0.4401,-0.2846,-23.95,-15.501,-23.77,1
0.2456,0.6332,-0.1407,0.2603,21.132,0.0473,1
-42.471,0.1011,0.2491,31.127,0.863,27.874,1
0.1588,-0.6314,0.0663,-0.8061,12.763,0.4445,1
-36.749,0.3653,-0.1376,-20.922,-17.174,-22.302,1
0.1639,0.4933,-0.2253,0.3867,21.395,0.7958,1
-26.087,-0.0809,0.008,27.704,-0.7211,32.603,1
0.4586,-0.8405,0.2584,-15.733,-0.263,0.385,1
-23.273,0.6891,0.2339,-22.613,-15.998,-11.937,1
0.2124,0.5279,-0.0905,-10.455,14.89,-0.2025,1
-32.729,-0.1881,0.4399,38.875,10.948,24.314,1
0.3415,-0.6256,0.2219,-10.139,-0.4559,-0.0909,1
-31.235,0.3258,0.4431,-28.843,-32.36,-13.649,1
0.1161,0.7262,-0.2091,0.5836,10.632,14.432,1
-19.079,-0.0412,0.5055,30.053,0.1988,20.374,1
0.5496,-0.4641,0.0036,-0.3609,-11.891,0.1127,1
-30.053,0.2135,0.4299,-32.066,-28.188,-19.559,1
0.2745,0.7145,-0.1497,0.4843,0.8185,10.829,1
-29.651,-0.0668,0.4825,37.274,0.2108,25.703,1
0.3236,-0.7469,0.2333,-15.328,-0.0703,-0.4997,1
-21.297,0.4978,-0.2838,-28.278,-22.443,-26.62,1
0.2807,0.6466,-0.1892,0.4723,0.854,15.489,1
-20.067,-0.3433,0.0424,14.282,-0.8079,22.424,1
0.4236,-0.5928,-0.0001,-0.9965,0.1245,0.047,1
-35.095,-0.1317,0.0405,-31.512,-17.638,-22.333,1
0.2851,0.7801,-0.1504,0.9282,0.6346,16.637,1
-21.126,-0.7276,0.0469,11.519,-15.695,19.942,1
0.3789,-0.4336,-0.0101,-0.7693,0.3182,-0.2496,1
-22.03,0.2253,-0.1492,-20.552,-19.202,-0.9731,1
0.2526,0.5972,-0.1178,-0.0814,12.762,0.9798,1
-33.784,0.0626,0.4508,35.579,0.1251,20.784,1
0.4946,-0.6349,0.2563,-12.579,-0.6272,-0.0467,1
-19.728,0.1531,-0.553,-29.191,-41.125,-0.835,1
0.3349,0.5818,-0.1005,0.0366,0.261,10.55,1
-28.085,0.4465,0.0808,17.115,-0.3717,35.908,1
0.4141,-0.7797,0.1181,0.2292,0.9103,-16.395,1
-22.323,0.2885,-0.3488,-30.566,-23.405,-16.715,1
0.5828,0.6579,-0.1312,0.7055,22.773,17.195,1
-22.984,-0.0609,-0.0207,20.316,-10.46,22.076,1
0.3512,-0.6037,0.1998,-0.9859,0.0177,-0.1443,1
-17.341,0.4362,-0.2763,-30.955,-20.274,-0.7762,1
0.4911,0.5565,-0.0308,0.1022,0.3958,0.8755,1
-29.423,0.4614,0.1345,31.7,-0.6261,22.995,1
-15.622,0.3991,0.0466,-0.8806,0.0538,-13.667,1
-19.155,0.1889,0.3125,13.076,15.152,29.215,1
-0.2057,-0.1901,0.2149,-0.5537,-21.975,-24.055,1
-20.193,-0.5869,-0.0448,-17.579,-16.627,-40.406,1
-0.271,0.6538,-0.0881,-0.8597,-18.298,0.4429,1
-24.702,0.6655,0.2438,33.439,0.0482,39.392,1
-0.8135,0.027,0.2797,12.79,13.91,27.24,1
-0.9343,-0.563,0.104,-0.7628,0.1965,-39.712,1
-21.535,0.3418,-0.1973,-20.516,-13.102,-27.994,1
0.0012,0.7789,-0.1199,0.4995,-0.8077,18.552,1
-25.573,0.1002,0.1875,23.707,25.723,47.845,1
-0.183,-0.1961,0.2845,-0.535,-20.841,-11.123,1
-16.785,-0.522,0.1751,-18.401,-0.1144,-50.105,1
-11.637,0.5883,-0.1732,-10.626,-0.3238,-0.8372,1
-0.36,0.5324,0.1038,29.834,-0.5964,29.263,1
-14.746,-0.0025,-0.0516,0.5096,10.045,33.346,1
-0.4721,-0.4765,0.2168,-0.4008,-0.4151,-30.676,1
-22.071,-0.0187,-0.3611,-16.299,-10.927,-31.503,1
-0.0368,0.6767,-0.0992,-0.4591,-19.69,0.8166,1
-26.824,0.4008,0.2901,30.238,22.917,40.037,1
-0.6844,-0.2034,0.2024,0.2436,-0.6593,0.0822,1
-10.162,-0.4195,0.1081,-16.479,-0.1546,-37.468,1
-16.161,0.4359,-0.1443,-13.936,-0.1894,-0.9495,1
-0.1895,0.3807,-0.0946,11.323,-10.521,23.925,1
-26.119,0.1944,0.4522,18.395,11.908,31.778,1
-0.331,-0.2703,0.2011,-0.6765,-11.247,-20.229,1
-21.645,-0.0893,0.0675,-24.545,-0.5924,-34.015,1
-0.6233,0.5608,-0.0686,-0.5005,-0.0925,-0.4936,1
-17.624,0.6639,0.2282,37.66,16.717,32.816,1
-0.5211,-0.1138,0.3306,0.39,0.0335,0.6956,1
-0.8464,-0.2636,0.1766,-15.719,0.0795,-19.45,1
-14.494,0.4498,-0.0047,-22.27,-0.4918,-0.9533,1
-0.2934,0.5402,-0.1709,19.345,-0.1002,20.195,1
-20.815,0.4168,0.3539,17.878,19.621,22.646,1
-0.513,-0.2084,0.0953,-0.0747,-11.158,-13.363,1
-17.368,-0.0692,0.0034,-30.189,0.4654,-31.98,1
-0.622,0.717,-0.0561,-0.8907,-12.251,-0.6428,1
-16.939,0.6232,0.1418,30.701,0.6632,30.918,1
-0.9558,0.0681,-0.0241,13.86,21.555,0.5568,1
-0.5854,-0.353,0.1865,-0.93,-0.9477,-14.54,1
-18.023,0.1335,-0.3981,-19.105,-13.104,-18.515,1
-0.17,0.5213,-0.1343,-0.5994,-11.942,11.663,1
-30.072,0.4606,0.2943,28.051,20.418,29.325,1
-0.2996,-0.1825,0.1274,-0.0551,-14.656,-0.9888,1
-12.962,-0.2875,0.1118,-18.933,0.347,-28.811,1
-0.7687,0.5715,-0.1408,-16.123,0.2914,-0.5479,1
-0.6937,0.5877,-0.1451,34.87,0.7319,25.078,1
-0.7142,0.0156,0.0382,10.354,-0.9135,0.0416,1
-0.3969,-0.4964,0.134,-22.92,0.4479,-22.382,1
0.3362,-0.8172,0.1601,-10.502,-0.2464,-0.2024,1
0.0076,0.4928,-0.2386,0.8666,0.3566,13.961,1
-39.917,0.234,0.2245,21.566,-0.6235,24.178,1
0.2354,-0.5475,0.1342,-17.097,-0.7266,-0.8238,1
-19.688,0.6165,-0.1578,-24.604,-23.13,-12.545,1
0.2694,0.4778,-0.1826,0.7051,16.929,10.807,1
-19.728,0.0372,0.031,29.256,-0.8428,26.298,1
0.1442,-0.6405,0.2371,-15.786,-11.36,-0.3418,1
-21.134,0.5957,0.0857,-27.951,-25.037,-14.307,1
0.2474,0.4886,-0.0735,0.7365,11.578,16.775,1
-18.104,-0.1735,0.1168,31.45,-10.421,22.063,1
0.4107,-0.7332,0.0962,-21.251,-14.271,-12.921,1
-29.502,0.0982,-0.116,-19.7,-14.795,-0.9002,1
0.1487,0.613,-0.1853,21.495,15.082,25.208,1
-25.526,0.0675,0.0242,16.317,-16.808,13.727,1
0.2679,-0.6016,0.1592,-22.098,-11.139,-12.673,1
-20.077,0.4758,-0.1622,-19.771,-0.9308,-0.7475,1
-0.2171,0.4096,-0.2596,16.032,0.7086,29.184,1
-19.106,0.1978,-0.0123,21.933,-11.694,0.4491,1
0.0517,-0.5378,0.1241,-14.974,-0.3072,-15.046,1
-18.901,0.6745,-0.0037,-20.246,-0.1861,-11.561,1
0.0627,0.4649,-0.0969,13.642,-0.1269,32.154,1
-19.726,-0.0227,0.0658,18.262,-0.38,0.4896,1
-0.1296,-0.5465,0.2264,-16.778,-0.1598,-22.425,1
-0.8136,0.8393,-0.1089,-16.553,-0.2075,-0.2686,1
-0.8613,0.5196,-0.1455,19.394,-0.3328,27.827,1
-0.6552,-0.4196,0.028,12.709,-12.81,0.3273,1
-12.346,-0.3031,0.1654,-28.749,-0.4279,-19.869,1
-0.3999,0.8256,-0.1706,-15.644,0.098,-0.7178,1
-0.9238,0.5073,-0.1412,19.285,-0.6015,21.149,1
-0.3281,-0.6147,0.105,18.1,0.7991,-0.4362,1
-38.824,0.0736,0.1604,-23.969,0.7333,-33.672,1
0.0709,11.472,-0.3266,-0.5804,22.769,0.1356,1
-36.866,12.398,0.7971,36.445,0.4625,24.068,1
0.3769,-0.8713,0.1862,0.6644,-0.8791,-15.046,1
-37.403,-0.4342,-0.3546,-31.7,-20.182,-14.108,1
0.4905,0.5337,-0.2194,0.2988,0.7986,17.914,1
-30.073,0.0328,0.4901,34.075,16.069,23.287,1
0.5862,-0.5422,0.1569,-10.441,-0.8105,-18.224,1
-22.755,0.3748,-0.0928,-25.914,-17.213,-0.8377,1
0.0851,0.3998,-0.164,14.31,-0.2422,23.76,1
-23.096,0.0016,0.2476,18.856,-0.4065,0.8181,1
0.1863,-0.5235,0.2396,-17.918,-0.4998,-27.108,1
-18.473,0.5698,-0.1527,-15.674,0.2541,0.1114,1
-0.6714,0.2963,-0.2221,19.68,-0.7139,27.394,1
-0.3183,-0.2109,0.0694,15.232,-0.7411,-0.0314,1
-17.795,-0.7612,0.1305,-19.833,-0.0712,-22.812,1
-11.5,0.9115,-0.1751,-13.031,0.5441,0.0526,1
-12.287,0.5626,-0.3624,14.297,-11.85,25.619,1
-16.168,-0.1497,0.0524,15.939,0.7516,0.8105,1
-11.884,0.7073,-0.1983,-18.427,-0.9124,-0.9805,1
0.1669,0.4447,-0.0859,0.6688,-0.9608,27.973,1
-22.799,-0.0245,0.2231,16.357,-0.511,0.9361,1
0.0891,-0.5517,0.0567,-10.926,0.0151,-25.3,1
-20.966,0.2002,-0.0482,-20.763,-0.1436,-10.124,1
-0.0581,0.3892,-0.1195,23.192,-0.5908,36.304,1
-14.047,-0.3724,0.1886,0.9759,-0.2222,0.0,1
-0.2236,-0.6915,0.1836,-18.523,0.222,-24.588,1
-10.886,0.6021,-0.1786,-17.449,11.104,-0.648,1
-0.5779,0.3703,-0.1834,25.318,-0.3141,28.595,1
