a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,class
1,2,3,4,5,2,1,3,4,5,0.38891,0.64933,0.84574,3.1878,6.094,0.75486,0.79827,0.82185,3.0392,5.6852,1
1,2,3,4,5,2,1,3,4,5,0.39075,0.9054,2.4895,3.4484,4.6337,0.87447,0.99371,2.1469,3.0078,4.5858,2
1,2,3,4,5,2,1,3,4,5,0.39234,0.59938,0.81099,1.342,1.5589,0.15796,0.38058,0.91273,1.3908,1.5073,2
1,2,3,4,5,2,1,3,4,5,0.39267,0.55516,0.58915,1.6197,3.2382,0.72824,0.79065,0.9047,1.4676,3.2927,2
1,2,3,4,5,2,1,3,4,5,0.39283,0.67908,1.0977,2.7866,5.5779,0.44826,0.57838,1.4715,2.5287,5.9694,1
1,2,3,4,5,2,1,3,4,5,0.39288,0.65283,1.9539,2.1909,6.4742,0.26647,0.53798,1.9068,2.2985,6.5436,2
1,2,3,4,5,2,1,3,4,5,0.39412,0.48893,0.59667,2.2019,4.2766,0.25346,0.2571,0.45048,1.9699,4.1846,2
1,2,3,4,5,2,1,3,4,5,0.39422,0.56263,0.67933,0.93067,2.4452,0.84871,0.92009,1.0145,1.1939,1.9645,5
1,2,3,4,5,2,1,3,4,5,0.39695,0.52667,0.86075,1.5796,2.9674,0.39552,0.47794,1.0327,1.6662,2.9511,2
1,2,3,4,5,2,1,3,4,5,0.39824,0.65853,0.84317,1.1336,2.2566,0.39148,0.49956,0.66017,1.2473,2.2942,1
1,2,3,4,5,2,1,3,4,5,0.39845,0.45994,0.88645,2.2993,5.6106,0.26309,0.28571,0.8509,2.144,5.4277,1
1,2,3,4,5,2,1,3,4,5,0.39906,0.43329,0.80738,1.9442,3.5257,0.62859,0.63611,0.92026,1.7808,3.3762,1
1,2,3,4,5,2,1,3,4,5,0.40146,0.97943,2.3463,3.7629,28.484,0.88687,1.193,2.2798,3.1734,27.831,2
1,2,3,4,5,2,1,3,4,5,0.40202,0.4688,0.559,1.254,1.663,0.34111,0.39835,0.6203,1.3152,1.7579,2
1,2,3,4,5,2,1,3,4,5,0.40262,0.7581,0.93625,1.5822,1.6816,0.74691,0.97973,1.032,1.169,1.5008,2
1,2,3,4,5,2,1,3,4,5,0.40262,0.5599,0.68723,1.3017,6.3534,0.53863,0.58646,0.61918,0.87757,6.1764,2
1,2,3,4,5,2,1,3,4,5,0.40273,0.5998,0.82606,1.3714,12.935,0.51616,0.54171,1.0183,1.0428,12.639,2
1,2,3,4,5,2,1,3,4,5,0.40308,0.54215,2.5061,9.5039,25.489,0.9149,0.97653,2.695,9.9647,26.086,2
1,2,3,4,5,2,1,3,4,5,0.40371,0.5298,0.58148,0.61787,0.69887,0.50427,0.55012,0.60014,0.68811,0.73029,2
1,2,3,4,5,2,1,3,4,5,0.40421,0.41921,0.61643,0.67479,1.7687,0.44568,0.45801,0.64764,0.74644,1.852,1
1,2,3,4,5,2,1,3,4,5,0.40579,0.54212,0.59657,0.66936,1.0046,0.53919,0.54513,0.67525,0.81017,1.1113,4
1,2,3,4,5,2,1,3,4,5,0.40626,0.49288,0.60947,1.2677,28.312,0.40344,0.42586,0.49696,1.2853,28.498,3
1,2,3,4,5,2,1,3,4,5,0.40643,0.54832,0.68032,1.0888,1.6029,0.54751,0.61291,0.93464,1.1034,2.2875,1
1,2,3,4,5,2,1,3,4,5,0.40644,0.59951,0.79522,0.84015,3.1534,0.3602,0.43743,0.74338,0.82894,3.3822,1
1,2,3,4,5,2,1,3,4,5,0.40701,0.58064,0.8913,1.0704,1.863,0.36672,0.54359,1.0281,1.0998,2.0492,2
1,2,3,4,5,2,1,3,4,5,0.4076,0.63745,0.86597,2.1035,11.08,0.23544,0.38312,0.74589,2.0121,11.302,2
1,2,3,4,5,2,1,3,4,5,0.40842,0.60799,1.0797,1.2794,18.392,0.3349,0.49084,0.90555,1.1989,18.167,2
1,2,3,4,5,2,1,3,4,5,0.40864,0.7857,0.82795,2.2083,4.8054,1.3018,1.3214,1.3491,2.2073,4.5052,1
1,2,3,4,5,2,1,3,4,5,0.40928,0.54128,0.79243,1.4364,3.0461,0.29486,0.45076,0.83547,1.846,2.9736,2
1,2,3,4,5,2,1,3,4,5,0.4093,0.71719,1.0795,4.2972,6.7592,0.701,0.77941,1.5561,3.8388,6.6907,2
1,2,3,4,5,2,1,3,4,5,0.40963,1.7184,3.7181,6.5669,7.4501,2.4132,2.8201,3.5114,4.3866,5.7953,1
1,2,3,4,5,2,1,3,4,5,0.41084,0.50974,0.51278,0.71737,1.2864,0.46877,0.51008,0.63627,0.73581,1.3347,1
1,2,3,4,5,2,1,3,4,5,0.41117,0.52254,1.3935,1.4767,5.0033,0.42185,0.43259,1.3408,1.4743,4.8802,2
1,2,3,4,5,2,1,3,4,5,0.4117,0.90857,0.99719,1.0147,5.0954,0.64951,0.67976,0.92628,1.0694,5.0311,1
1,2,3,4,5,2,1,3,4,5,0.41178,0.4819,0.48866,0.68627,3.6126,0.2903,0.37724,0.39406,0.56215,3.5953,2
1,2,3,4,5,2,1,3,4,5,0.41237,0.43944,0.49814,0.79429,2.5946,0.47145,0.49195,0.69816,0.7971,2.6225,1
1,2,3,4,5,2,1,3,4,5,0.41296,0.4219,0.5641,0.78449,2.8407,0.28256,0.28362,0.5054,0.74727,2.7463,2
1,2,3,4,5,2,1,3,4,5,0.41311,0.52492,1.3093,1.749,1.7646,0.48214,0.57835,1.197,1.4845,1.6127,1
1,2,3,4,5,2,1,3,4,5,0.41524,0.62733,0.75149,1.0776,1.1116,0.39725,0.55092,0.77611,1.2668,1.2727,3
1,2,3,4,5,2,1,3,4,5,0.41645,0.48679,0.51907,0.97701,1.9645,0.27885,0.33215,0.38589,0.84803,1.9728,2
1,2,3,4,5,2,1,3,4,5,0.41649,0.54249,1.1074,1.7165,5.7797,0.47277,0.58022,1.2691,1.7379,5.7063,1
1,2,3,4,5,2,1,3,4,5,0.41669,0.45136,2.1048,2.7259,28.375,0.53375,0.55266,1.9336,2.776,28.383,1
1,2,3,4,5,2,1,3,4,5,0.41761,0.51884,0.71336,0.79354,0.97425,0.35678,0.36512,0.61119,0.64843,0.90536,1
1,2,3,4,5,2,1,3,4,5,0.41772,0.6816,1.3989,1.5608,5.8515,0.4553,0.46587,1.3493,1.371,5.7471,2
1,2,3,4,5,2,1,3,4,5,0.41788,0.49463,0.63831,0.65344,3.8298,0.37951,0.45361,0.54986,0.68973,3.7484,2
1,2,3,4,5,2,1,3,4,5,0.41899,0.63091,1.0218,1.3415,3.3464,0.23892,0.45331,0.85454,1.2176,3.5252,1
1,2,3,4,5,2,1,3,4,5,0.41954,0.5079,1.0757,3.5618,9.5056,0.34492,0.3873,1.1711,3.6128,9.3858,2
1,2,3,4,5,2,1,3,4,5,0.4197,0.47389,0.60236,0.69393,1.432,0.66241,0.67002,0.78364,0.90047,1.3799,5
1,2,3,4,5,2,1,3,4,5,0.41971,0.6916,0.70288,0.80874,1.964,0.45992,0.54088,0.67737,0.81047,1.9345,2
1,2,3,4,5,2,1,3,4,5,0.41983,0.48013,0.7525,1.6113,2.1447,0.54786,0.56592,0.64901,1.6901,2.1677,3
1,2,3,4,5,2,1,3,4,5,0.42067,0.57716,2.4632,2.5546,7.7938,1.0531,1.0793,2.2039,2.3019,7.2407,1
1,2,3,4,5,2,1,3,4,5,0.42128,0.55259,1.0556,1.1168,2.168,0.4498,0.51474,0.96649,1.0644,1.8826,1
1,2,3,4,5,2,1,3,4,5,0.42169,0.57832,0.73544,1.365,1.5055,0.42989,0.44682,0.57094,1.2277,1.2538,1
1,2,3,4,5,2,1,3,4,5,0.42198,0.5604,1.4689,1.7276,1.9032,0.43546,0.50946,1.7348,1.8217,2.0386,2
1,2,3,4,5,2,1,3,4,5,0.42416,0.51671,5.3554,6.3772,11.958,1.3705,1.3862,5.4096,6.32,11.715,2
1,2,3,4,5,2,1,3,4,5,0.42417,0.47325,0.57733,0.72995,1.6573,0.41386,0.4492,0.47937,0.66026,1.5655,5
1,2,3,4,5,2,1,3,4,5,0.42479,0.61703,0.79388,1.0396,1.3036,0.41586,0.48777,1.14,1.324,1.386,2
1,2,3,4,5,2,1,3,4,5,0.42519,0.44685,5.5611,9.5775,28.339,0.48601,0.50248,5.4611,9.4424,28.298,2
1,2,3,4,5,2,1,3,4,5,0.42556,0.6204,0.66612,1.031,5.0331,0.44774,0.55216,0.80553,0.99132,5.055,4
1,2,3,4,5,2,1,3,4,5,0.42646,0.61865,2.9674,3.3562,5.2241,0.78655,0.89178,2.9058,2.991,4.6234,1
1,2,3,4,5,2,1,3,4,5,0.42797,0.62724,0.72749,1.0627,28.345,0.56446,0.58371,0.61451,1.0912,28.219,1
1,2,3,4,5,2,1,3,4,5,0.42908,0.5761,1.1905,1.4724,3.8585,0.40836,0.42744,1.4223,1.7284,3.971,2
1,2,3,4,5,2,1,3,4,5,0.42966,0.57013,0.84738,1.6235,9.1051,0.35089,0.49208,1.0551,1.8675,9.3637,2
1,2,3,4,5,2,1,3,4,5,0.43018,0.57428,0.67906,0.99278,1.3903,0.20765,0.40462,0.75837,1.2088,1.6502,1
1,2,3,4,5,2,1,3,4,5,0.43021,0.64195,0.81069,1.065,2.9376,0.57994,0.71007,0.85761,1.019,2.9379,4
1,2,3,4,5,2,1,3,4,5,0.43114,0.57802,1.0954,1.4926,5.5648,0.25202,0.26166,0.90146,1.3016,5.8194,2
1,2,3,4,5,2,1,3,4,5,0.43247,0.66957,0.68549,0.73364,10.905,0.64156,0.69515,0.83168,1.2153,10.723,1
1,2,3,4,5,2,1,3,4,5,0.43259,0.91716,2.0884,5.1137,14.439,0.79701,0.92485,2.0295,4.6442,14.065,2
1,2,3,4,5,2,1,3,4,5,0.4338,0.59892,0.80029,1.9088,9.3465,0.31808,0.34424,0.64111,1.6647,9.2647,2
1,2,3,4,5,2,1,3,4,5,0.43449,0.59255,0.69523,1.4499,1.7667,0.57114,0.64733,0.68058,1.2144,1.4943,1
1,2,3,4,5,2,1,3,4,5,0.43593,0.51487,0.53287,0.94409,0.96622,0.20758,0.26508,0.4777,0.96428,1.2341,2
1,2,3,4,5,2,1,3,4,5,0.43696,0.50283,0.73038,0.96134,4.6757,0.53178,0.56026,0.705,1.0211,5.0022,2
1,2,3,4,5,2,1,3,4,5,0.43709,0.94517,1.1919,2.0083,9.5436,2.1019,2.1313,2.2781,2.7082,9.2473,2
1,2,3,4,5,2,1,3,4,5,0.43794,0.48028,1.2307,1.6066,14.424,0.56702,0.58426,1.3706,1.6184,14.513,2
1,2,3,4,5,2,1,3,4,5,0.43813,0.53825,1.7026,8.3843,39.095,0.1596,0.31203,1.8938,8.8295,39.416,1
1,2,3,4,5,2,1,3,4,5,0.43834,0.75793,1.2448,2.035,2.4516,0.66693,0.87552,1.4847,1.8568,2.4012,1
1,2,3,4,5,2,1,3,4,5,0.43943,0.49456,0.69661,1.27,28.541,0.53112,0.57213,0.72182,1.3905,28.612,2
1,2,3,4,5,2,1,3,4,5,0.44047,0.52442,0.659,0.82743,2.4758,0.62372,0.64726,0.9222,0.92718,2.4575,2
1,2,3,4,5,2,1,3,4,5,0.44068,0.55913,0.76895,3.4415,18.21,0.38169,0.42571,0.9162,3.6068,18.392,2
1,2,3,4,5,2,1,3,4,5,0.44107,1.0536,1.3367,1.8196,3.1679,0.70483,0.71517,1.5498,1.871,2.9208,1
1,2,3,4,5,2,1,3,4,5,0.44149,0.45828,1.0531,1.8603,17.244,0.4899,0.49804,1.1052,2.024,17.401,2
1,2,3,4,5,2,1,3,4,5,0.44386,0.57996,0.83838,1.5995,6.118,0.30224,0.34182,0.72402,1.5579,6.0644,1
1,2,3,4,5,2,1,3,4,5,0.44422,0.61232,0.81806,1.5141,4.0918,1.0793,1.1352,1.4249,1.5853,4.1215,1
1,2,3,4,5,2,1,3,4,5,0.44434,0.56912,1.099,7.8728,9.4133,0.21856,0.35955,1.2865,8.052,9.7343,2
1,2,3,4,5,2,1,3,4,5,0.4451,0.44967,1.1446,2.4029,9.8063,0.52124,0.52202,1.2521,2.4709,9.9874,1
1,2,3,4,5,2,1,3,4,5,0.44648,0.49001,0.74044,1.043,10.459,0.42881,0.43974,0.72257,1.0498,10.465,1
1,2,3,4,5,2,1,3,4,5,0.44673,0.60947,0.71949,0.81236,0.96878,0.70336,0.7133,0.93614,0.9732,0.99035,2
1,2,3,4,5,2,1,3,4,5,0.44688,0.62483,0.77937,1.6537,3.7356,0.34852,0.52055,0.78226,1.821,3.6546,1
1,2,3,4,5,2,1,3,4,5,0.447,0.62785,0.69688,1.5779,3.9316,0.5304,0.62215,0.79252,1.9983,4.2659,1
1,2,3,4,5,2,1,3,4,5,0.44745,0.45957,0.71018,0.84243,10.231,0.29442,0.30493,0.47426,0.87106,10.363,1
1,2,3,4,5,2,1,3,4,5,0.44759,0.54907,1.8324,3.3835,12.8,0.35913,0.40098,1.6773,3.656,12.866,1
1,2,3,4,5,2,1,3,4,5,0.44765,0.77245,0.82808,1.2618,1.6125,0.37073,0.39174,0.63409,0.92649,1.3385,2
1,2,3,4,5,2,1,3,4,5,0.44779,0.62596,1.3084,1.7315,6.2244,0.5606,0.58759,1.8289,1.897,6.5561,1
1,2,3,4,5,2,1,3,4,5,0.45014,0.66134,0.99936,1.1662,2.1136,0.55759,0.71974,0.84031,0.85329,2.0276,2
1,2,3,4,5,2,1,3,4,5,0.45021,0.67581,0.93943,1.2922,2.0504,0.54829,0.55038,0.75452,1.1826,1.906,3
1,2,3,4,5,2,1,3,4,5,0.45073,0.87841,1.3148,1.6032,3.3987,0.36425,0.6992,0.88822,1.1735,2.8093,2
1,2,3,4,5,2,1,3,4,5,0.45123,0.48507,0.54817,1.0221,1.6369,0.29418,0.32401,0.44332,1.0776,1.7824,2
1,2,3,4,5,2,1,3,4,5,0.45126,1.0524,3.4503,3.7569,5.0389,1.3499,1.4078,3.4719,3.8305,4.8751,1
1,2,3,4,5,2,1,3,4,5,0.45132,0.54653,2.366,3.6955,10.132,0.37001,0.38687,2.367,3.8979,10.423,2
1,2,3,4,5,2,1,3,4,5,0.45158,0.53715,0.59192,1.9731,5.0994,0.25567,0.26639,0.45854,1.9076,5.3144,2
1,2,3,4,5,2,1,3,4,5,0.45158,0.60072,0.83792,1.5875,2.1956,0.38501,0.45653,1.0148,1.8537,2.4542,2
1,2,3,4,5,2,1,3,4,5,0.45335,0.50403,0.62506,1.5201,8.2545,1.0316,1.0343,1.1493,1.7324,8.0462,1
1,2,3,4,5,2,1,3,4,5,0.4546,0.54054,0.88067,2.2884,5.1094,0.30998,0.35574,0.89864,2.3836,5.4839,1
1,2,3,4,5,2,1,3,4,5,0.45568,0.97332,1.017,2.9346,13.082,0.41687,0.62375,0.78223,2.7967,13.233,2
1,2,3,4,5,2,1,3,4,5,0.45581,0.87899,0.97647,1.5295,3.5072,0.88271,0.89486,1.086,1.6751,3.5707,2
1,2,3,4,5,2,1,3,4,5,0.45635,0.54994,3.8412,4.1168,13.117,0.73298,0.78515,3.7218,3.877,13.276,2
1,2,3,4,5,2,1,3,4,5,0.45696,0.56502,1.0954,1.3256,6.6795,0.29314,0.35592,0.96216,1.1898,6.7178,2
1,2,3,4,5,2,1,3,4,5,0.45754,0.61134,1.0294,1.7067,1.7297,0.45851,0.58324,1.2043,1.978,2.1511,2
1,2,3,4,5,2,1,3,4,5,0.45759,0.82895,2.0369,3.1816,7.8063,0.75715,0.81735,1.3724,2.9702,7.5258,2
1,2,3,4,5,2,1,3,4,5,0.45881,0.56936,0.60219,1.4366,3.865,0.27381,0.36202,0.58744,1.3787,4.0968,2
1,2,3,4,5,2,1,3,4,5,0.45921,0.77986,0.78013,1.4182,1.725,0.67906,0.70366,0.8049,1.521,2.0076,2
1,2,3,4,5,2,1,3,4,5,0.46,0.84456,0.93822,1.1088,2.4435,0.73547,0.76791,0.81377,0.94962,2.5642,1
1,2,3,4,5,2,1,3,4,5,0.46081,1.432,1.9558,4.1523,14.55,0.74045,0.81354,1.5245,3.5414,13.656,1
1,2,3,4,5,2,1,3,4,5,0.46155,0.74756,2.159,3.5916,17.403,0.82222,0.91864,1.5587,3.6252,17.137,2
1,2,3,4,5,2,1,3,4,5,0.46312,0.77189,0.92716,1.1155,1.7876,0.29098,0.62302,0.7255,1.1959,2.0281,2
1,2,3,4,5,2,1,3,4,5,0.46322,0.50811,0.55886,1.6266,1.6363,0.19124,0.22476,0.53017,1.6784,1.7974,2
1,2,3,4,5,2,1,3,4,5,0.46382,0.5627,0.92106,2.4958,6.1268,0.48174,0.56822,1.0807,2.4554,6.1648,2
1,2,3,4,5,2,1,3,4,5,0.46486,0.58593,0.9228,0.97837,6.6553,0.5714,0.66454,1.2028,1.3016,6.6572,2
1,2,3,4,5,2,1,3,4,5,0.46546,0.49452,0.57671,0.72981,1.139,0.5318,0.54014,0.58115,0.71914,1.0841,2
1,2,3,4,5,2,1,3,4,5,0.46548,0.69575,0.88653,1.8061,3.1493,0.70744,0.71757,0.82188,1.6257,3.0592,2
1,2,3,4,5,2,1,3,4,5,0.46564,0.93402,1.4596,2.5996,5.5779,0.80837,0.84758,1.04,2.2,5.1751,2
1,2,3,4,5,2,1,3,4,5,0.46652,0.92348,1.3661,1.6101,1.6484,0.57179,0.72179,0.99894,1.3896,1.6181,1
1,2,3,4,5,2,1,3,4,5,0.46723,0.65604,0.85935,1.5442,1.9626,0.61327,0.6907,0.86317,1.7302,2.0837,2
1,2,3,4,5,2,1,3,4,5,0.46731,0.58964,0.66602,1.8339,2.8609,0.58628,0.64872,0.95255,1.9033,2.8763,1
1,2,3,4,5,2,1,3,4,5,0.46848,0.51903,1.5506,4.0981,11.193,0.71986,0.72596,1.8695,4.2805,11.412,1
1,2,3,4,5,2,1,3,4,5,0.46852,0.71667,1.1991,1.3852,10.515,0.28924,0.4112,1.0465,1.4567,10.436,2
1,2,3,4,5,2,1,3,4,5,0.46936,0.51192,0.92997,1.2458,2.5958,0.49415,0.51201,1.019,1.3449,2.6206,2
1,2,3,4,5,2,1,3,4,5,0.47031,0.53173,0.56071,0.63093,4.008,0.44991,0.46406,0.55547,0.61085,3.895,1
1,2,3,4,5,2,1,3,4,5,0.47034,0.55695,0.6142,1.6424,6.3433,0.36393,0.44288,0.78175,1.4542,6.1369,1
1,2,3,4,5,2,1,3,4,5,0.47076,0.50897,0.69673,2.5639,2.9586,0.42829,0.44521,1.0463,2.7901,3.3039,2
1,2,3,4,5,2,1,3,4,5,0.47201,0.73994,0.87587,0.89996,4.0548,0.45436,0.58143,0.83503,1.2689,4.4393,2
1,2,3,4,5,2,1,3,4,5,0.47224,0.57294,0.67296,0.75754,3.4759,0.56432,0.64242,0.73729,1.0116,3.5867,1
1,2,3,4,5,2,1,3,4,5,0.47295,0.56415,0.62623,0.6533,0.74557,0.56911,0.64516,0.68211,0.73245,0.8079,5
1,2,3,4,5,2,1,3,4,5,0.47326,0.76829,1.7088,11.81,15.646,0.47053,0.67156,2.0985,12.274,15.994,2
1,2,3,4,5,2,1,3,4,5,0.47346,0.674,1.0991,4.0201,10.163,0.44443,0.61674,1.2033,4.1482,10.413,1
1,2,3,4,5,2,1,3,4,5,0.47479,0.64846,0.94704,1.0071,4.9108,0.44119,0.48292,0.85157,1.0499,4.8902,2
1,2,3,4,5,2,1,3,4,5,0.47519,0.58144,0.85076,1.0951,9.6037,0.62756,0.63055,0.81105,1.2757,9.6992,1
1,2,3,4,5,2,1,3,4,5,0.47528,0.53138,0.91148,2.6163,3.0833,0.41202,0.46594,0.72021,2.4852,2.7987,2
1,2,3,4,5,2,1,3,4,5,0.4762,0.52357,0.66777,2.1562,5.4447,0.42835,0.44486,0.93434,2.1662,5.6401,2
1,2,3,4,5,2,1,3,4,5,0.47807,0.60174,1.3632,2.8246,5.0069,0.42266,0.55065,1.3849,2.5561,4.9669,1
1,2,3,4,5,2,1,3,4,5,0.47839,0.57843,0.59556,0.80179,2.7995,0.61113,0.6528,0.69066,0.83408,2.8247,2
1,2,3,4,5,2,1,3,4,5,0.47916,0.52993,0.57069,0.6213,0.81481,0.65452,0.66519,0.69826,0.75151,0.76867,2
1,2,3,4,5,2,1,3,4,5,0.47942,0.59876,0.81362,0.97972,1.6397,0.46857,0.495,0.56414,0.89995,1.5201,3
1,2,3,4,5,2,1,3,4,5,0.4796,0.67416,0.71589,0.78838,1.537,0.47565,0.4814,0.5334,0.79082,1.4802,2
1,2,3,4,5,2,1,3,4,5,0.4796,0.77213,1.5205,5.5188,28.6,0.80414,0.8151,1.4555,5.4249,28.182,1
1,2,3,4,5,2,1,3,4,5,0.48035,0.71132,0.81633,1.7012,3.0816,0.67359,0.73182,1.0545,1.5818,3.2374,1
1,2,3,4,5,2,1,3,4,5,0.48047,0.63725,2.1476,10.377,12.312,0.5611,0.66564,1.7565,10.066,11.973,1
1,2,3,4,5,2,1,3,4,5,0.48096,0.60581,1.2206,1.7135,9.1955,0.40534,0.49207,1.3537,2.0996,9.5021,2
1,2,3,4,5,2,1,3,4,5,0.48213,0.74513,0.9516,0.98635,3.3839,0.25864,0.31172,0.87585,0.88225,3.4842,2
1,2,3,4,5,2,1,3,4,5,0.48224,0.8452,0.90995,1.5722,3.2513,0.83521,0.84418,0.94467,1.4376,2.9592,1
1,2,3,4,5,2,1,3,4,5,0.48281,0.76823,0.8656,2.33,4.1215,0.88807,0.9233,1.0557,2.5717,4.6698,3
1,2,3,4,5,2,1,3,4,5,0.48323,0.58606,0.64941,1.3544,1.7478,0.50297,0.53542,0.73699,1.4973,1.7732,2
1,2,3,4,5,2,1,3,4,5,0.48334,0.61851,0.91697,2.7762,15.811,0.56289,0.58397,0.85634,2.9271,15.724,2
1,2,3,4,5,2,1,3,4,5,0.48412,0.54113,0.8227,0.8767,3.5094,1.0279,1.0546,1.2849,1.4636,3.3604,5
1,2,3,4,5,2,1,3,4,5,0.48457,0.51286,0.81827,1.7281,2.1008,0.44038,0.45421,0.60365,1.6551,1.9429,1
1,2,3,4,5,2,1,3,4,5,0.48475,0.58937,0.72754,1.2898,1.4457,0.33646,0.35426,0.44671,0.9552,1.4965,2
1,2,3,4,5,2,1,3,4,5,0.485,0.63122,1.1039,1.9237,1.9472,0.60574,0.6377,1.275,2.2485,2.2654,2
1,2,3,4,5,2,1,3,4,5,0.48546,0.67117,0.73421,1.52,3.4777,0.46878,0.56386,0.80619,1.4877,3.4296,3
1,2,3,4,5,2,1,3,4,5,0.4856,0.57344,0.94141,2.1642,3.3445,0.27553,0.41031,0.69293,2.3003,3.3837,3
1,2,3,4,5,2,1,3,4,5,0.48644,0.65396,0.78848,2.7805,6.4161,0.94544,1.0178,1.2135,3.2262,7.0753,1
1,2,3,4,5,2,1,3,4,5,0.48748,0.61795,0.95097,1.3137,1.9699,0.57446,0.59192,0.9628,1.3769,2.1045,1
1,2,3,4,5,2,1,3,4,5,0.48812,0.63925,1.5467,3.31,6.323,0.54647,0.578,1.6661,3.526,6.3867,2
1,2,3,4,5,2,1,3,4,5,0.49227,0.66066,1.1009,1.3344,1.8691,0.54562,0.55881,1.1029,1.2896,1.9815,1
1,2,3,4,5,2,1,3,4,5,0.49388,0.90308,1.2535,1.5785,1.5876,0.63851,0.71469,1.338,1.5007,1.91,1
1,2,3,4,5,2,1,3,4,5,0.495,0.76216,0.9954,2.4507,6.1129,0.54128,0.61274,0.93637,2.2008,6.0274,1
1,2,3,4,5,2,1,3,4,5,0.49503,0.63385,0.72832,0.89848,7.3337,0.31257,0.34384,0.48826,0.52805,7.4011,5
1,2,3,4,5,2,1,3,4,5,0.49625,0.74204,1.1507,2.7427,12.733,0.51418,0.55747,1.141,2.7689,12.864,2
1,2,3,4,5,2,1,3,4,5,0.4963,0.60181,0.62991,0.96344,0.97656,0.66035,0.66617,0.68441,0.78898,1.011,5
1,2,3,4,5,2,1,3,4,5,0.49638,0.54578,0.71716,0.93302,3.5564,0.6182,0.6303,0.75259,0.94568,3.5591,3
1,2,3,4,5,2,1,3,4,5,0.49687,0.84666,1.218,1.422,2.3292,0.53497,0.56803,0.96085,1.3617,2.1945,1
1,2,3,4,5,2,1,3,4,5,0.49703,0.56518,1.1117,6.5468,12.251,0.43211,0.47194,0.99686,6.5251,12.197,2
1,2,3,4,5,2,1,3,4,5,0.49736,0.57198,0.59599,1.6567,18.536,0.19011,0.29977,0.31656,1.5374,18.488,1
1,2,3,4,5,2,1,3,4,5,0.49797,0.6954,0.91579,1.706,5.4583,0.28901,0.32918,0.65312,1.8717,5.4569,2
1,2,3,4,5,2,1,3,4,5,0.49814,0.60746,2.7221,6.3616,10.921,0.26645,0.27858,2.5292,6.3244,10.869,1
1,2,3,4,5,2,1,3,4,5,0.49857,1.0108,1.2158,1.6928,3.7538,1.2772,1.3253,1.8274,1.9475,3.5047,2
1,2,3,4,5,2,1,3,4,5,0.49858,0.64156,0.8289,7.549,25.661,0.68987,0.77256,0.90845,8.0307,25.836,2
1,2,3,4,5,2,1,3,4,5,0.4989,1.0378,1.2319,1.2872,5.8651,0.67325,0.80161,1.0991,2.0815,6.174,2
1,2,3,4,5,2,1,3,4,5,0.49988,0.54442,0.60397,1.1954,4.199,0.44607,0.49214,0.59861,1.3716,4.3226,1
1,2,3,4,5,2,1,3,4,5,0.49998,0.74346,0.97229,4.6622,21.917,0.30408,0.6116,0.76332,4.9019,22.158,2
1,2,3,4,5,2,1,3,4,5,0.50046,0.64384,0.75143,1.0124,5.6832,0.30214,0.46924,0.49052,0.9037,5.8428,2
1,2,3,4,5,2,1,3,4,5,0.50166,1.021,1.278,2.4172,4.7819,0.57135,0.5722,0.80575,1.8661,4.5483,2
1,2,3,4,5,2,1,3,4,5,0.50324,0.57646,0.58038,1.2537,1.2691,0.37424,0.44427,0.50191,1.1822,1.26,2
1,2,3,4,5,2,1,3,4,5,0.50413,0.76167,1.0053,1.1836,2.4626,0.4695,0.53091,0.83411,1.2727,2.2696,1
1,2,3,4,5,2,1,3,4,5,0.50442,0.64297,0.67268,1.0324,1.4489,0.52768,0.64601,0.68297,0.89744,1.5885,1
1,2,3,4,5,2,1,3,4,5,0.50497,0.71807,0.96002,1.7627,11.067,0.25902,0.31643,1.011,2.071,11.257,1
1,2,3,4,5,2,1,3,4,5,0.50505,0.64785,0.68815,1.0213,1.6526,0.81518,0.85436,0.8629,1.1401,1.7905,2
1,2,3,4,5,2,1,3,4,5,0.5074,0.72501,0.8013,1.5006,2.1909,0.59638,0.64183,0.9139,1.1768,2.0137,4
1,2,3,4,5,2,1,3,4,5,0.5082,0.6915,1.1732,1.6458,1.9351,0.67037,0.76257,1.0058,2.0243,2.3744,2
1,2,3,4,5,2,1,3,4,5,0.50835,0.57523,0.83768,1.4688,1.8715,0.73819,0.78424,0.88138,1.1051,1.6346,1
1,2,3,4,5,2,1,3,4,5,0.50886,0.55144,0.7592,3.6371,28.345,0.38099,0.41094,0.76675,3.6818,28.692,2
1,2,3,4,5,2,1,3,4,5,0.51013,0.7823,1.2567,1.8415,5.9994,0.66414,0.75528,1.23,1.6753,5.9682,1
1,2,3,4,5,2,1,3,4,5,0.51027,0.61595,0.87161,1.2246,2.2718,0.3378,0.46594,0.90978,1.1437,2.3223,1
1,2,3,4,5,2,1,3,4,5,0.5123,0.73801,0.96386,3.3015,9.2943,0.3905,0.5379,0.76363,3.4412,9.4364,1
1,2,3,4,5,2,1,3,4,5,0.51287,0.59154,0.69644,0.82912,1.5168,0.37182,0.44021,0.46177,0.66795,1.2984,1
1,2,3,4,5,2,1,3,4,5,0.51328,0.63276,0.82477,2.0617,8.1129,0.80169,0.87111,1.249,2.2715,8.0831,2
1,2,3,4,5,2,1,3,4,5,0.5134,0.63875,1.5404,3.6955,10.159,0.53465,0.58943,1.6161,3.9069,10.417,2
